CAMPUS,CAMPNAME,C_RATING,GRDSPAN,GRDTYPE
'220905101,ALICE CARLSON APPLIED LRN CTR,B,'KG - 05,E
'220905103,BENBROOK EL,C,'PK - 05,E
'220905104,BOULEVARD HEIGHTS,B,'01 - 12,B
'220905105,WEST HANDLEY EL,C,'PK - 05,E
'220905107,BURTON HILL EL,A,'EE - 05,E
'220905110,CARROLL PEAK EL,D,'EE - 05,E
'220905111,CARTER PARK EL,C,'PK - 05,E
'220905114,MANUEL JARA EL,B,'01 - 05,E
'220905115,GEORGE CLARKE EL,B,'PK - 05,E
'220905116,LILY B CLAYTON EL,A,'PK - 05,E
'220905117,COMO EL,B,'PK - 05,E
'220905118,HAZEL HARVEY PEACE EL,D,'EE - 05,E
'220905119,DAGGETT EL,C,'EE - 05,E
'220905120,RUFINO MENDOZA SR EL,D,'01 - 05,E
'220905121,DE ZAVALA EL,B,'PK - 05,E
'220905122,DIAMOND HILL EL,C,'PK - 05,E
'220905123,S S DILLOW EL,D,'PK - 05,E
'220905124,MAUDE I LOGAN EL,C,'PK - 05,E
'220905125,EASTERN HILLS EL,D,'EE - 05,E
'220905126,EAST HANDLEY EL,C,'PK - 05,E
'220905127,CHRISTENE C MOSS EL,D,'PK - 05,E
'220905129,JOHN T WHITE EL,F,'PK - 05,E
'220905130,HARLEAN BEAL EL,F,'PK - 05,E
'220905131,ROSEMONT PARK EL,C,'PK - 05,E
'220905132,GLEN PARK EL,B,'PK - 05,E
'220905133,W M GREEN EL,C,'EE - 05,E
'220905134,GREENBRIAR EL,B,'EE - 05,E
'220905135,VAN ZANDT-GUINN EL,C,'PK - 05,E
'220905137,HUBBARD EL,D,'PK - 05,E
'220905138,HELBING EL,C,'EE - 05,E
'220905139,KIRKPATRICK EL,C,'PK - 05,E
'220905141,MEADOWBROOK EL,B,'PK - 05,E
'220905143,MCRAE EL,D,'EE - 05,E
'220905144,MITCHELL BOULEVARD EL,C,'EE - 05,E
'220905146,MOORE M H EL,C,'PK - 05,E
'220905147,MORNINGSIDE EL,C,'PK - 05,E
'220905148,CHARLES NASH EL,D,'PK - 05,E
'220905149,NORTH HI MOUNT EL,B,'PK - 05,E
'220905150,OAKHURST EL,B,'PK - 05,E
'220905151,NATHA HOWELL EL,B,'PK - 05,E
'220905152,OAKLAWN EL,C,'PK - 05,E
'220905153,A M PATE EL,C,'PK - 05,E
'220905154,M L PHILLIPS EL,C,'EE - 05,E
'220905156,RIDGLEA HILLS EL,C,'EE - 05,E
'220905157,LUELLA MERRETT EL,C,'PK - 05,E
'220905159,VERSIA WILLIAMS EL,C,'EE - 05,E
'220905160,MAUDRIE WALTON EL,C,'PK - 05,E
'220905161,SAM ROSEN EL,C,'EE - 05,E
'220905162,SAGAMORE HILL EL,D,'EE - 05,E
'220905163,BRUCE SHULKEY EL,B,'PK - 05,E
'220905165,RICHARD J WILSON EL,C,'PK - 05,E
'220905166,SOUTH HI MOUNT EL,B,'PK - 05,E
'220905167,SOUTH HILLS EL,D,'PK - 05,E
'220905168,SPRINGDALE EL,B,'EE - 05,E
'220905169,SUNRISE - MCMILLAN EL,F,'PK - 05,E
'220905171,TANGLEWOOD EL,A,'KG - 05,E
'220905172,W J TURNER EL,C,'PK - 05,E
'220905175,WASHINGTON HEIGHTS EL,B,'PK - 05,E
'220905176,WAVERLY PARK EL,C,'EE - 05,E
'220905177,WESTCLIFF EL,A,'PK - 05,E
'220905178,WESTCREEK EL,F,'EE - 05,E
'220905180,WESTERN HILLS EL,F,'02 - 05,E
'220905184,WORTH HEIGHTS EL,B,'EE - 05,E
'220905186,DAVID K SELLARS EL,B,'EE - 05,E
'220905187,J T STEVENS EL,F,'EE - 05,E
'220905188,ATWOOD MCDONALD EL,B,'EE - 05,E
'220905190,RIVERSIDE APPLIED LRN CTR,B,'PK - 05,E
'220905194,DAGGETT MONTESSORI,B,'KG - 08,E
'220905206,BILL J ELLIOTT EL,C,'EE - 05,E
'220905207,WESTPARK EL,B,'PK - 05,E
'220905208,T A SIMS EL,C,'PK - 05,E
'220905209,EDWARD BRISCOE EL,D,'PK - 05,E
'220905210,CHILDREN'S MEDICAL CTR,Not Rated,'PK - 12,B
'220905211,WOMEN'S HAVEN,Not Rated,'KG - 11,B
'220905212,BRIDGE ASSOC,Not Rated,'05 - 11,B
'220905216,WOODWAY EL,C,'PK - 05,E
'220905219,LOWERY ROAD,B,'EE - 05,E
'220905220,ALICE D CONTRERAS,D,'PK - 05,E
'220905221,WESTERN HILLS PRI,F,'EE - 01,E
'220905222,CLIFFORD DAVIS EL,D,'PK - 05,E
'220905223,CESAR CHAVEZ PRI,C,'EE - 05,E
'220905224,MG ELLIS,B,'EE - KG,E
'220905225,BONNIE BRAE,A,'PK - 05,E
'220905226,SEMINARY HILLS PARK EL,F,'PK - 05,E
'220905227,DOLORES HUERTA EL,C,'PK - 05,E
'220905228,PK SATELLITE CENTERS,C,'PK - PK,E
'220905242,TARRANT YOUTH RECOVERY,Not Rated,'08 - 11,S
'220905251,ASSESSMENT CTR,Not Rated,'KG - 12,B
'220905252,INSIGHTS LEARNING CENTER,Not Rated,'03 - 05,E
'220906001,GRAPEVINE H S,B,'09 - 12,S
'220906004,COLLEYVILLE HERITAGE H S,A,'09 - 12,S
'220906006,THE BRIDGES ACAD ALTER,A,'09 - 12,S
'220906007,IUNIVERSITY PREP,A,'05 - 12,B
'220906008,GRAPEVINE-COLLEYVILLE COLLEGIATE A,A,'09 - 12,S
'220906041,GRAPEVINE MIDDLE,C,'06 - 08,M
'220906042,COLLEYVILLE MIDDLE,A,'06 - 08,M
'220906043,HERITAGE MIDDLE,A,'06 - 08,M
'220906044,CROSS TIMBERS MIDDLE,B,'06 - 08,M
'220906101,CANNON EL,B,'KG - 05,E
'220906102,COLLEYVILLE EL,A,'EE - 05,E
'220906103,DOVE EL,B,'EE - 05,E
'220906104,TIMBERLINE EL,C,'EE - 05,E
'220906105,TAYLOR EL,B,'EE - 05,E
'220906106,BEAR CREEK EL,B,'PK - 05,E
'220906107,HERITAGE EL,A,'PK - 05,E
'220906108,BRANSFORD EL,A,'EE - 05,E
'220906109,GRAPEVINE EL,A,'PK - 05,E
'220906110,SILVER LAKE EL,B,'PK - 05,E
'220906111,GLENHOPE EL,A,'KG - 05,E
'220907001,KELLER H S,A,'09 - 12,S
'220907002,FOSSIL RIDGE H S,B,'09 - 12,S
'220907004,CENTRAL H S,A,'09 - 12,S
'220907005,TIMBER CREEK H S,A,'09 - 12,S
'220907039,NEW DIRECTION LRN CTR,A,'09 - 12,S
'220907041,KELLER MIDDLE,A,'07 - 08,M
'220907042,FOSSIL HILL MIDDLE,B,'07 - 08,M
'220907043,HILLWOOD MIDDLE,A,'07 - 08,M
'220907044,INDIAN SPRINGS MIDDLE,A,'05 - 08,M
'220907045,TRINITY SPRINGS MIDDLE,A,'07 - 08,M
'220907046,TIMBERVIEW MIDDLE,B,'05 - 08,M
'220907047,VISTA RIDGE MIDDLE,B,'05 - 07,M
'220907101,KELLER-HARVEL EL,A,'KG - 04,E
'220907102,FLORENCE EL,A,'KG - 04,E
'220907103,PARKVIEW EL,D,'KG - 04,E
'220907104,BEAR CREEK INT,A,'05 - 06,M
'220907105,WHITLEY ROAD EL,C,'KG - 04,E
'220907106,HERITAGE EL,C,'KG - 04,E
'220907107,CHISHOLM TRAIL INT,B,'05 - 06,M
'220907108,SHADY GROVE EL,B,'KG - 04,E
'220907109,PARK GLEN EL,C,'KG - 04,E
'220907110,WILLIS LANE EL,A,'KG - 04,E
'220907111,NORTH RIVERSIDE EL,D,'KG - 04,E
'220907112,HIDDEN LAKES EL,A,'KG - 04,E
'220907113,LONE STAR EL,B,'KG - 04,E
'220907114,PARKWOOD HILL INT,B,'05 - 06,M
'220907116,BLUEBONNET EL,C,'KG - 04,E
'220907117,FREEDOM EL,B,'KG - 04,E
'220907118,BETTE PEROT EL,A,'KG - 04,E
'220907119,WOODLAND SPRINGS EL,B,'KG - 04,E
'220907120,LIBERTY EL,B,'KG - 04,E
'220907121,INDEPENDENCE EL,B,'KG - 04,E
'220907122,FRIENDSHIP EL,C,'KG - 04,E
'220907123,TRINITY MEADOWS INT,B,'05 - 06,M
'220907124,EAGLE RIDGE EL,B,'KG - 04,E
'220907125,CAPROCK EL,C,'KG - 04,E
'220907126,BASSWOOD EL,B,'KG - 04,E
'220907128,KELLER EARLY LEARNING CENTER - NOR,B,'EE - PK,E
'220907129,RIDGEVIEW EL,B,'KG - 04,E
'220907130,SUNSET VALLEY EL,C,'KG - 04,E
'220907131,KELLER EARLY LEARNING CENTER - SOU,B,'EE - PK,E
'220908002,MANSFIELD SUMMIT H S,B,'09 - 12,S
'220908003,MANSFIELD H S,A,'09 - 12,S
'220908004,MANSFIELD TIMBERVIEW H S,B,'09 - 12,S
'220908005,MANSFIELD LEGACY H S,B,'09 - 12,S
'220908006,THE PHOENIX ACADEMY,C,'09 - 12,S
'220908007,MANSFIELD LAKE RIDGE H S,B,'09 - 12,S
'220908008,MANSFIELD FRONTIER H S,A,'11 - 12,S
'220908009,TCCSE H S AT TIMBERV,A,'09 - 10,S
'220908041,ROGENE WORLEY MIDDLE,B,'07 - 08,M
'220908042,T A HOWARD MIDDLE,A,'07 - 08,M
'220908043,BROOKS WESTER MIDDLE,A,'06 - 08,M
'220908044,DANNY JONES MIDDLE,A,'07 - 08,M
'220908045,JAMES COBLE MIDDLE,B,'07 - 08,M
'220908046,LINDA JOBE MIDDLE,B,'07 - 08,M
'220908101,ALICE PONDER EL,B,'EE - 04,E
'220908103,TARVER-RENDON EL,B,'PK - 04,E
'220908105,J L BOREN EL,B,'EE - 04,E
'220908106,CHARLOTTE ANDERSON EL,A,'PK - 04,E
'220908107,GLENN HARMON EL,C,'PK - 04,E
'220908109,D P MORRIS EL,B,'PK - 04,E
'220908110,WILLIE BROWN EL,A,'PK - 04,E
'220908111,KENNETH DAVIS EL,C,'PK - 04,E
'220908112,IMOGENE GIDEON EL,B,'PK - 04,E
'220908113,ERMA NASH EL,B,'PK - 04,E
'220908114,ELIZABETH SMITH EL,A,'EE - 04,E
'220908115,ROBERTA TIPPS EL,B,'EE - 04,E
'220908116,MARTHA REID EL,B,'PK - 04,E
'220908117,THELMA JONES EL,B,'EE - 04,E
'220908118,MARY JO SHEPPARD EL,B,'PK - 04,E
'220908119,JANET BROCKETT EL,B,'PK - 04,E
'220908120,ANNA MAY DAULTON EL,A,'PK - 04,E
'220908121,CORA SPENCER EL,A,'KG - 04,E
'220908122,LOUISE CABANISS EL,B,'PK - 04,E
'220908123,CAROL HOLT EL,C,'EE - 04,E
'220908124,ANNETTE PERRY EL,B,'PK - 04,E
'220908125,JUDY MILLER EL,B,'EE - 04,E
'220908126,NANCY NEAL EL,A,'EE - 04,E
'220908201,MARY ORR INT,B,'05 - 06,M
'220908202,CROSS TIMBERS INT,B,'05 - 06,M
'220908204,DONNA SHEPARD INT,A,'05 - 06,M
'220908205,DELLA ICENHOWER INT,B,'05 - 06,M
'220908206,MARY LILLARD I S,B,'05 - 06,M
'220908207,ASA E LOW JR INT,A,'05 - 06,M
'220910001,LAKE WORTH H S,C,'09 - 12,S
'220910042,LUCYLE COLLINS MIDDLE SCHOOL,C,'07 - 08,M
'220910043,N A HOWRY INT,F,'05 - 06,M
'220910101,EFFIE MORRIS EL,D,'EE - 04,E
'220910103,MARINE CREEK EL,F,'PK - 04,E
'220910104,MARILYN MILLER EL,F,'PK - 04,E
'220912001,CROWLEY H S,B,'09 - 12,S
'220912002,NORTH CROWLEY H S,B,'09 - 12,S
'220912041,H F STEVENS MIDDLE,C,'07 - 09,M
'220912042,CROWLEY MIDDLE,C,'07 - 08,M
'220912043,SUMMER CREEK MIDDLE,C,'06 - 09,M
'220912101,BESS RACE EL,C,'PK - 04,E
'220912102,SYCAMORE EL,C,'PK - 04,E
'220912103,DEER CREEK EL,C,'EE - 04,E
'220912104,MEADOWCREEK EL,D,'PK - 04,E
'220912105,JACKIE CARDEN EL,C,'EE - 04,E
'220912106,PARKWAY EL,D,'PK - 04,E
'220912107,OAKMONT EL,C,'PK - 04,E
'220912108,DALLAS PARK EL,C,'PK - 04,E
'220912109,J A HARGRAVE EL,C,'EE - 04,E
'220912110,SIDNEY H POYNTER,D,'PK - 04,E
'220912111,SUE CROUCH INT SCH,B,'05 - 06,M
'220912112,S H CROWLEY INT,C,'05 - 06,M
'220912113,DAVID L WALKER INT,D,'05 - 06,M
'220912114,MARY HARRIS INT,B,'05 - 07,M
'220914001,KENNEDALE H S,B,'09 - 12,S
'220914004,TARRANT CO J J A E P,Not Rated,'09 - 10,S
'220914041,KENNEDALE J H,B,'07 - 08,M
'220914101,JAMES A ARTHUR INT,B,'05 - 06,M
'220914102,JAMES F DELANEY EL,B,'EE - 04,E
'220914103,R F PATTERSON EL,C,'KG - 04,E
'220915001,AZLE H S,B,'09 - 12,S
'220915003,AZLE HORNET ACADEMY,A,'09 - 12,S
'220915041,AZLE J H SOUTH,B,'07 - 08,M
'220915042,SANTO FORTE J H,C,'07 - 08,M
'220915102,EAGLE HEIGHTS EL,B,'KG - 04,E
'220915103,WALNUT CREEK EL,C,'KG - 04,E
'220915104,AZLE EL,C,'05 - 06,M
'220915105,LIBERTY EL,C,'EE - 04,E
'220915106,SILVER CREEK EL,D,'EE - 04,E
'220915107,W E HOOVER EL,B,'05 - 06,M
'220915108,CROSS TIMBERS EL,C,'EE - 04,E
'220916001,BELL H S,A,'10 - 12,S
'220916002,TRINITY H S,B,'10 - 12,S
'220916004,ALTER ED PROG,Not Rated,'02 - 12,B
'220916005,KEYS H S,B,'09 - 12,S
'220916007,TARRANT CO J J A E P,Not Rated,'10 - 10,S
'220916041,CENTRAL J H,A,'07 - 09,M
'220916042,EULESS J H,A,'07 - 09,M
'220916043,HURST J H,A,'07 - 09,M
'220916044,BEDFORD J H,A,'07 - 09,M
'220916045,HARWOOD J H,A,'07 - 09,M
'220916102,BELLAIRE EL,B,'PK - 06,E
'220916103,HARRISON LANE EL,B,'EE - 06,E
'220916105,NORTH EULESS EL,B,'PK - 06,E
'220916106,OAKWOOD TERRACE EL,B,'EE - 06,E
'220916107,SHADY OAKS EL,B,'PK - 06,E
'220916108,SOUTH EULESS EL,B,'PK - 06,E
'220916110,STONEGATE EL,C,'PK - 06,E
'220916111,WEST HURST EL,B,'EE - 06,E
'220916112,WILSHIRE EL,B,'PK - 06,E
'220916113,DONNA PARK,C,'EE - 06,E
'220916114,MIDWAY PARK EL,B,'EE - 06,E
'220916115,HURST HILLS EL,B,'KG - 06,E
'220916116,BELL MANOR EL,B,'EE - 06,E
'220916117,SHADY BROOK EL,C,'KG - 06,E
'220916118,LAKEWOOD EL,B,'KG - 06,E
'220916119,BEDFORD HEIGHTS EL,B,'KG - 06,E
'220916121,SPRING GARDEN EL,C,'EE - 06,E
'220916122,MEADOW CREEK EL,A,'PK - 06,E
'220916123,RIVER TRAILS EL,A,'KG - 06,E
'220916125,VIRIDIAN EL,B,'PK - 06,E
'220917001,CASTLEBERRY H S,B,'09 - 12,S
'220917003,REACH H S,B,'09 - 12,S
'220917004,T R U C E LEARNING CTR,Not Rated,'06 - 10,B
'220917041,MARSH MIDDLE,C,'06 - 08,M
'220917101,A V CATO EL,C,'EE - 05,E
'220917102,CASTLEBERRY EL,C,'PK - 05,E
'220917104,JOY JAMES EL,C,'EE - 05,E
'220918001,BOSWELL H S,B,'09 - 12,S
'220918002,ELMER C WATSON H S,B,'09 - 12,S
'220918003,ALTER DISCIPLINE CAMPUS,Not Rated,'06 - 12,B
'220918004,SAGINAW H S,B,'09 - 12,S
'220918005,WELDON HAFLEY DEVELOPMENT CTR,B,'EE - PK,E
'220918006,CHISHOLM TRAIL H S,B,'09 - 12,S
'220918007,TARRANT CO J J A E P,Not Rated,'11 - 11,S
'220918041,WAYSIDE MIDDLE,B,'06 - 08,M
'220918042,HIGHLAND MIDDLE,B,'06 - 08,M
'220918043,CREEKVIEW MIDDLE,B,'06 - 08,M
'220918044,PRAIRIE VISTA,C,'06 - 08,M
'220918045,ED WILLKIE MIDDLE,C,'06 - 08,M
'220918101,L A GILILLAND EL,C,'KG - 05,E
'220918102,EAGLE MOUNTAIN EL,B,'KG - 05,E
'220918103,SAGINAW EL,B,'KG - 05,E
'220918104,BRYSON EL,C,'KG - 05,E
'220918105,ELKINS EL,B,'KG - 05,E
'220918106,HIGH COUNTRY EL,C,'KG - 05,E
'220918107,REMINGTON POINT EL,C,'KG - 05,E
'220918108,CHISHOLM RIDGE,C,'KG - 05,E
'220918109,GREENFIELD EL,B,'KG - 05,E
'220918110,COMANCHE SPRINGS EL,C,'KG - 05,E
'220918111,NORTHBROOK EL,C,'KG - 05,E
'220918112,LAKE POINTE EL,B,'KG - 05,E
'220918113,PARKVIEW EL,C,'KG - 05,E
'220918114,WILLOW CREEK EL,C,'KG - 05,E
'220918115,DOZIER EL,C,'KG - 05,E
'220919001,CARROLL SENIOR H S,A,'11 - 12,S
'220919003,CARROLL H S,A,'09 - 10,S
'220919041,CARROLL MIDDLE,A,'07 - 08,M
'220919043,GEORGE DAWSON MIDDLE,A,'07 - 08,M
'220919101,JACK D JOHNSON EL,A,'KG - 04,E
'220919102,CARROLL EL,A,'EE - 04,E
'220919103,WALNUT GROVE EL,A,'KG - 04,E
'220919104,ROBERT H ROCKENBAUGH EL,A,'EE - 04,E
'220919106,DON T DURHAM INT,A,'05 - 06,M
'220919107,OLD UNION EL,A,'EE - 04,E
'220919108,EUBANKS INT,A,'05 - 06,M
'220920001,BREWER H S,C,'09 - 12,S
'220920004,TARRANT CO J J A E P,Not Rated,'08 - 12,S
'220920041,BREWER MIDDLE,C,'07 - 08,M
'220920101,LIBERTY EL,A,'EE - 04,E
'220920102,NORTH EL,C,'EE - 04,E
'220920103,WEST EL,D,'EE - 04,E
'220920104,BLUE HAZE EL,D,'EE - 04,E
'220920105,TANNAHILL INT,B,'05 - 06,M
'220920106,FINE ARTS ACADEMY,B,'KG - 06,E
'221801005,VISTA ACADEMY OF HUNTSVILLE,C,'KG - 08,E
'221801011,AMARILLO COLLEGIATE ACADEMY,A,'KG - 12,B
'221801014,COPPELL CLASSICAL ACADEMY,B,'KG - 05,E
'221801020,CORINTH CLASSICAL UPPER SCHOOL,A,'05 - 10,B
'221801022,RESPONSIVE EDUCATION VIRTUAL LEARN,D,'03 - 12,B
'221801023,CARROLLTON CLASSICAL ACADEMY,B,'KG - 08,E
'221801025,VISTA ACADEMY OF WILLIS,B,'KG - 08,E
'221801026,VISTA ACADEMY OF GARLAND,C,'KG - 08,E
'221801027,ISCHOOL HIGH - LEWISVILLE,A,'09 - 12,S
'221801033,VISTA ACADEMY OF JASPER,A,'KG - 07,E
'221801034,STEM ACADEMY - LEWISVILLE,B,'06 - 12,B
'221801039,CLAY CLASSICAL ACADEMY,B,'KG - 08,E
'221801040,THE FOUNDATION SCHOOL FOR AUTISM,Not Rated,'EE - 01,E
'221801043,FOUNDERS CLASSICAL ACADEMY,A,'KG - 12,B
'221801044,VISTA ACADEMY OF EDINBURG,B,'KG - 08,E
'221801045,VISTA ACADEMY OF CROCKETT,D,'KG - 06,E
'221801046,TYLER CLASSICAL ACADEMY,B,'KG - 10,B
'221801048,VISTA ACADEMY OF AUSTIN-MUELLER,A,'KG - 08,E
'221801050,VISTA ACADEMY OF THE WOODLANDS,C,'KG - 08,E
'221801051,ISCHOOL HIGH AT UNIVERSITY PARK,A,'09 - 12,S
'221801052,VISTA ACADEMY OF BEAUMONT,C,'KG - 05,E
'221801053,QUEST MIDDLE OF COPPELL,A,'06 - 08,M
'221801055,VISTA ACADEMY OF PASADENA,D,'KG - 06,E
'221801056,ISCHOOL HIGH AT THE WOODLANDS,A,'09 - 12,S
'221801057,VISTA ACADEMY OF HUMBLE,B,'KG - 07,E
'221801058,FOUNDERS CLASSICAL ACADEMY OF LEAN,A,'KG - 12,B
'221801059,RICHARDSON CLASSICAL ACADEMY,A,'KG - 07,E
'221801060,DENTON CLASSICAL ACADEMY,C,'KG - 05,E
'221801061,FOUNDERS CLASSICAL ACADEMY OF MESQ,D,'KG - 11,B
'221801062,MAINLAND PREPARATORY ACADEMY,D,'PK - 08,E
'221801063,FOUNDERS CLASSICAL ACADEMY OF FLOW,B,'KG - 08,E
'221801064,CORINTH CLASSICAL ACADEMY,B,'KG - 04,E
'221801065,FALLBROOK ACADEMY,B,'KG - 08,E
'221801066,FOUNDERS CLASSICAL ACADEMY OF SCHE,B,'KG - 09,B
'221801067,CLASSICAL ACADEMY - PERMIAN BASIN,B,'KG - 08,E
'221801068,FOUNDERS CLASSICAL ACADEMY - FRISC,B,'KG - 08,E
'221901001,ABILENE H S,B,'09 - 12,S
'221901002,COOPER H S,B,'09 - 12,S
'221901003,WOODSON CENTER FOR EXCELLENCE,B,'08 - 12,S
'221901006,DAEP,Not Rated,'06 - 11,B
'221901007,TAYLOR COUNTY LEARNING CENTER,Not Rated,'05 - 11,B
'221901008,JUVENILE DETENTION CENTER,Not Rated,'07 - 11,S
'221901010,ACADEMY FOR TECHNOLOGY ENGINEERING,A,'09 - 12,S
'221901044,MADISON MIDDLE,C,'06 - 08,M
'221901045,MANN MIDDLE,C,'06 - 08,M
'221901047,CLACK MIDDLE,C,'06 - 08,M
'221901048,CRAIG MIDDLE,C,'06 - 08,M
'221901102,AUSTIN EL,A,'KG - 05,E
'221901103,BONHAM EL,F,'KG - 05,E
'221901104,BOWIE EL,C,'KG - 05,E
'221901108,DYESS EL,B,'KG - 05,E
'221901112,JACKSON EL,F,'KG - 05,E
'221901113,JOHNSTON EL,C,'KG - 05,E
'221901116,LEE EL,F,'KG - 05,E
'221901120,REAGAN EL,F,'KG - 05,E
'221901121,TAYLOR EL,C,'KG - 05,E
'221901142,OCEANS BEHAVIORAL HEALTH,Not Rated,'08 - 11,S
'221901150,WARD EL,C,'KG - 05,E
'221901151,THOMAS EL,B,'KG - 05,E
'221901152,ORTIZ EL,D,'KG - 05,E
'221901153,BASSETTI EL,C,'KG - 05,E
'221901155,MARTINEZ EL,C,'KG - 05,E
'221901156,LONG EARLY LEARNING CENTER,B,'EE - PK,E
'221901208,DAY NURSERY OF ABILENE,B,'PK - PK,E
'221904001,MERKEL H S,B,'09 - 12,S
'221904041,MERKEL MIDDLE,C,'06 - 08,M
'221904102,MERKEL EL,B,'EE - 05,E
'221905001,TRENT INDEPENDENT SCHOOL DISTRICT,B,'PK - 12,B
'221911001,JIM NED H S,B,'09 - 12,S
'221911041,JIM NED MIDDLE,B,'06 - 08,M
'221911101,LAWN EL,A,'EE - 05,E
'221911102,BUFFALO GAP EL,B,'PK - 05,E
'221912001,WYLIE H S,A,'09 - 12,S
'221912041,WYLIE J H,A,'07 - 08,M
'221912101,WYLIE EL,A,'01 - 03,E
'221912103,WYLIE INT,A,'03 - 05,E
'221912106,WYLIE EARLY CHILDHOOD CTR,A,'EE - KG,E
'221912107,WYLIE MIDDLE,A,'05 - 06,M
'221912108,WYLIE EAST EL,A,'EE - 01,E
'222901001,SANDERSON SCHOOLS,B,'PK - 12,B
'223901001,BROWNFIELD H S,B,'09 - 12,S
'223901005,BROWNFIELD EDUCATION CENTER,C,'09 - 12,S
'223901041,BROWNFIELD MIDDLE,C,'06 - 08,M
'223901101,COLONIAL HEIGHTS EL,D,'KG - 01,E
'223901102,OAK GROVE EL,D,'02 - 05,E
'223901103,BRIGHT BEGINNINGS ACADEMIC CENTER,C,'PK - PK,E
'223902001,MEADOW SCHOOL,B,'PK - 12,B
'223904001,WELLMAN-UNION SCHOOL,A,'PK - 12,B
'224901001,THROCKMORTON COLLEGIATE ISD,C,'PK - 12,B
'224902001,WOODSON SCHOOL,B,'PK - 12,B
'225902001,MOUNT PLEASANT H S,B,'09 - 12,S
'225902003,MOUNT PLEASANT DAEP,Not Rated,'05 - 12,B
'225902041,MOUNT PLEASANT J H,B,'07 - 08,M
'225902042,P E WALLACE MIDDLE,C,'05 - 06,M
'225902101,FRANCES CORPREW EL,C,'KG - 04,E
'225902102,ANNIE SIMS EL,B,'KG - 04,E
'225902103,E C BRICE EL,B,'KG - 04,E
'225902104,VIVIAN FOWLER EL,B,'KG - 04,E
'225902105,CHILD DEVELOPMENT CENTER,B,'EE - PK,E
'225906001,CHAPEL HILL H S,B,'09 - 12,S
'225906041,CHAPEL HILL J H,B,'06 - 08,M
'225906101,CHAPEL HILL EL,B,'EE - 05,E
'225907101,HARTS BLUFF EL,C,'PK - 08,E
'226801001,TLC ACADEMY,B,'KG - 12,B
'226801002,TEXAS LEADERSHIP OF MIDLAND,F,'KG - 10,B
'226801003,TEXAS LEADERSHIP OF ARLINGTON,C,'KG - 10,B
'226801004,TEXAS LEADERSHIP OF ABILENE,C,'KG - 08,E
'226901001,CHRISTOVAL H S,A,'06 - 12,B
'226901002,FAIRVIEW ACCELERATED,Not Rated,'11 - 12,S
'226901005,FAIRVIEW DAEP,Not Rated,'06 - 06,M
'226901101,CHRISTOVAL EL,C,'PK - 05,E
'226901102,VERIBEST PPCD,Not Rated,'EE - EE,E
'226903001,CENTRAL H S,B,'09 - 12,S
'226903002,LAKE VIEW H S,B,'09 - 12,S
'226903038,CARVER ALTER LRN CTR,Not Rated,'07 - 12,S
'226903042,GLENN MIDDLE,C,'06 - 08,M
'226903043,LEE MIDDLE,D,'06 - 08,M
'226903045,LINCOLN MIDDLE,F,'06 - 08,M
'226903101,ALTA LOMA EL,C,'EE - 05,E
'226903102,AUSTIN EL,F,'EE - 05,E
'226903103,BELAIRE EL,F,'KG - 05,E
'226903104,BLACKSHEAR HEAD START,B,'PK - PK,E
'226903105,BOWIE EL,C,'KG - 05,E
'226903106,BRADFORD EL,C,'PK - 05,E
'226903108,CROCKETT EL,C,'KG - 05,E
'226903110,FANNIN EL,B,'EE - 05,E
'226903111,FT CONCHO EL,A,'KG - 05,E
'226903112,GLENMORE EL,B,'PK - 05,E
'226903113,GOLIAD EL,F,'KG - 05,E
'226903114,HOLIMAN EL,F,'KG - 05,E
'226903115,MCGILL EL,C,'PK - 05,E
'226903116,REAGAN EL,C,'EE - 05,E
'226903117,RIO VISTA HEAD START,B,'PK - PK,E
'226903119,SAN JACINTO EL,D,'KG - 05,E
'226903120,SANTA RITA EL,A,'KG - 05,E
'226903122,BONHAM EL,C,'KG - 05,E
'226903123,LAMAR EL,D,'KG - 05,E
'226905001,WATER VALLEY H S,A,'07 - 12,S
'226905003,FAIRVIEW AEP,Not Rated,'10 - 10,S
'226905007,WATER VALLEY / VERIBEST SPECIAL PR,Not Rated,'EE - EE,E
'226905101,WATER VALLEY EL,C,'PK - 06,E
'226905180,WALL SPECIAL PROGRAMS,Not Rated,'08 - 08,M
'226905195,FAIRVIEW SPECIAL PROGRAMS,Not Rated,'10 - 12,S
'226905202,SAN ANGELO STATE SCHOOL,Not Rated,'12 - 12,S
'226906001,WALL H S,A,'09 - 12,S
'226906002,FAIRVIEW ACCELERATED,C,'09 - 12,S
'226906005,FAIRVIEW ACCELERATED DAEP,Not Rated,'09 - 12,S
'226906041,WALL MIDDLE,B,'06 - 08,M
'226906101,WALL EL,B,'KG - 05,E
'226906191,WALL PPCD,Not Rated,'EE - EE,E
'226907001,GRAPE CREEK H S,C,'09 - 12,S
'226907002,FAIRVIEW ACCELERATED,F,'09 - 12,S
'226907005,FAIRVIEW DAEP,Not Rated,'07 - 07,M
'226907041,GRAPE CREEK MIDDLE,C,'06 - 08,M
'226907101,GRAPE CREEK INT,C,'03 - 05,E
'226907104,GRAPE CREEK PRI,C,'EE - 02,E
'226908001,VERIBEST H S,B,'07 - 12,S
'226908002,FAIRVIEW ACCELERATED,Not Rated,'11 - 11,S
'226908005,VERIBEST DAEP,Not Rated,'09 - 10,S
